time,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),sunrise (iso8601),sunset (iso8601),shortwave_radiation_sum (MJ/m²),rain_sum (mm),snowfall_sum (cm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),et0_fao_evapotranspiration (mm),elevation,city
2018-11-03,-14.5,-17.1,-19.9,-22.7,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,12.5,19.8,45.0,0.21,0,q
2018-11-04,-14.8,-17.9,-19.7,-22.8,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,8.3,15.5,37.0,0.0,0,q
2018-11-05,-17.0,-18.9,-21.9,-24.1,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,9.7,15.8,46.0,0.0,0,q
2018-11-06,-16.3,-18.7,-21.2,-23.9,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,9.5,14.4,39.0,0.0,0,q
2018-11-07,-17.0,-19.0,-21.9,-24.1,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,9.0,14.0,32.0,0.0,0,q
2018-11-08,-16.5,-19.4,-21.5,-25.3,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,13.1,18.7,33.0,0.06,0,q
2018-11-09,-16.6,-16.9,-21.1,-21.7,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,7.0,11.5,11.0,0.0,0,q
2018-11-10,-16.8,-19.5,-21.3,-24.5,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,8.5,11.9,17.0,0.0,0,q
2018-11-11,-18.6,-20.7,-23.7,-26.1,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,10.2,15.5,25.0,0.0,0,q
2018-11-12,-14.5,-18.3,-19.3,-23.7,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,11.9,17.6,37.0,0.17,0,q
2018-11-13,-14.2,-16.6,-18.6,-22.0,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.63,15.1,21.6,74.0,0.07,0,q
2018-11-14,-16.8,-19.3,-22.2,-24.1,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,10.2,15.8,42.0,0.0,0,q
2018-11-15,-18.7,-19.8,-23.2,-24.5,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,5.9,9.4,356.0,0.0,0,q
2018-11-16,-19.6,-20.5,-24.0,-25.3,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,6.5,12.2,342.0,0.0,0,q
2018-11-17,-15.2,-20.1,-19.1,-24.9,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,8.8,17.3,345.0,0.0,0,q
2018-11-18,-10.6,-15.6,-15.0,-20.8,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.21,20.8,32.4,64.0,0.16,0,q
2018-11-19,-16.0,-20.5,-21.1,-26.0,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,13.3,20.9,67.0,0.07,0,q
2018-11-20,-13.6,-20.5,-18.0,-25.6,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,9.1,18.7,306.0,0.0,0,q
2018-11-21,-4.4,-13.2,-9.0,-17.5,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.7,19.8,38.5,37.0,0.12,0,q
2018-11-22,-5.2,-10.7,-11.4,-17.1,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,21.7,34.2,70.0,0.51,0,q
2018-11-23,-11.2,-16.2,-17.4,-21.7,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,18.1,28.4,40.0,0.27,0,q
2018-11-24,-3.5,-14.5,-9.8,-19.9,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,22.6,34.6,66.0,0.39,0,q
2018-11-25,-8.2,-12.6,-12.5,-18.0,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,2.38,11.9,24.1,273.0,0.08,0,q
2018-11-26,-13.3,-20.3,-18.8,-25.3,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.42,12.2,23.0,136.0,0.07,0,q
2018-11-27,-19.1,-21.3,-24.6,-26.6,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,11.5,16.9,36.0,0.0,0,q
2018-11-28,-13.5,-18.8,-18.6,-24.5,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,12.5,19.1,40.0,0.23,0,q
2018-11-29,-13.3,-19.5,-18.0,-25.2,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,12.8,20.2,33.0,0.06,0,q
2018-11-30,-19.3,-20.9,-24.4,-26.5,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,11.7,19.1,41.0,0.05,0,q
2018-12-01,-20.2,-22.7,-25.8,-28.7,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,13.8,20.5,46.0,0.17,0,q
2018-12-02,-21.6,-22.5,-27.1,-28.3,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,12.5,18.4,36.0,0.03,0,q
2018-12-03,-20.6,-22.8,-25.8,-28.4,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,11.0,16.2,41.0,0.0,0,q
2018-12-04,-17.9,-22.4,-22.7,-27.7,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,10.5,15.5,26.0,0.0,0,q
2018-12-05,-16.7,-20.1,-22.3,-25.7,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,14.3,20.9,29.0,0.09,0,q
2018-12-06,-12.5,-16.5,-17.9,-22.4,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.77,14.8,22.7,45.0,0.21,0,q
2018-12-07,-9.1,-13.3,-13.8,-18.8,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.7,12.3,19.1,27.0,0.05,0,q
2018-12-08,-12.0,-16.4,-15.9,-21.9,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,1.19,16.0,25.9,118.0,0.17,0,q
2018-12-09,-16.5,-21.3,-22.0,-26.4,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,10.5,18.0,91.0,0.12,0,q
2018-12-10,-15.5,-21.4,-21.7,-26.6,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.77,16.3,27.7,89.0,0.16,0,q
2018-12-11,-9.0,-15.4,-14.4,-21.6,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,1.12,18.3,28.4,76.0,0.32,0,q
2018-12-12,-7.6,-9.9,-11.9,-15.4,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,1.61,13.5,22.0,38.0,0.13,0,q
2018-12-13,-8.0,-11.2,-12.3,-15.3,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,1.96,8.9,13.7,52.0,0.0,0,q
2018-12-14,-12.5,-21.2,-16.8,-26.2,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,1.05,12.1,23.0,277.0,0.0,0,q
2018-12-15,-21.4,-21.9,-26.2,-27.0,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,9.8,11.9,18.0,0.0,0,q
2018-12-16,-19.7,-21.8,-24.9,-27.0,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,10.1,14.8,10.0,0.0,0,q
2018-12-17,-14.9,-19.7,-19.8,-24.9,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,10.4,15.5,6.0,0.0,0,q
2018-12-18,-11.8,-14.6,-15.9,-19.4,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.35,8.5,13.0,12.0,0.0,0,q
2018-12-19,-12.2,-16.3,-16.6,-21.1,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,7.7,12.2,24.0,0.0,0,q
2018-12-20,-11.8,-16.5,-16.0,-21.5,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.77,8.9,15.8,18.0,0.0,0,q
2018-12-21,-15.0,-18.9,-19.3,-23.6,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,7.2,16.6,296.0,0.0,0,q
2018-12-22,-16.7,-19.5,-20.9,-24.0,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,5.7,9.4,22.0,0.0,0,q
2018-12-23,-19.4,-20.7,-24.0,-25.6,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,7.5,11.5,20.0,0.0,0,q
2018-12-24,-18.2,-23.0,-23.2,-28.1,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,9.7,17.3,348.0,0.0,0,q
2018-12-25,-22.8,-25.1,-27.7,-30.3,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,9.7,14.0,22.0,0.0,0,q
2018-12-26,-23.2,-26.4,-28.0,-30.9,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,8.0,14.8,13.0,0.0,0,q
2018-12-27,-22.4,-26.1,-27.1,-30.6,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,4.3,17.3,58.0,0.0,0,q
2018-12-28,-17.4,-22.4,-22.9,-27.2,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,13.0,23.0,4.0,0.08,0,q
2018-12-29,-18.2,-24.4,-24.0,-30.3,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,12.3,20.2,53.0,0.11,0,q
2018-12-30,-24.2,-24.7,-30.1,-30.6,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,14.5,20.9,48.0,0.03,0,q
2018-12-31,-22.9,-24.3,-28.2,-29.9,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,13.3,18.7,39.0,0.0,0,q
2019-01-01,-18.7,-23.2,-25.0,-28.9,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,16.3,24.5,41.0,0.07,0,q
2019-01-02,-14.6,-17.5,-20.0,-23.8,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.14,17.6,26.6,38.0,0.11,0,q
2019-01-03,-11.7,-16.5,-16.0,-21.4,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,8.8,11.9,12.0,0.0,0,q
2019-01-04,-12.0,-16.0,-16.4,-21.2,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,10.6,15.8,21.0,0.05,0,q
2019-01-05,-7.8,-14.9,-12.9,-19.1,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.21,21.6,34.9,74.0,0.18,0,q
2019-01-06,-12.1,-19.3,-17.8,-24.4,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,13.1,24.5,92.0,0.08,0,q
2019-01-07,-18.1,-21.9,-22.3,-27.5,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,10.7,15.5,31.0,0.0,0,q
2019-01-08,-17.9,-22.0,-22.7,-27.6,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,11.5,16.2,26.0,0.0,0,q
2019-01-09,-14.9,-19.7,-19.3,-25.6,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.56,14.7,22.0,65.0,0.03,0,q
2019-01-10,-20.5,-23.9,-26.4,-29.7,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.07,13.2,20.5,64.0,0.08,0,q
2019-01-11,-22.5,-26.2,-27.3,-31.8,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,12.2,21.2,45.0,0.0,0,q
2019-01-12,-24.7,-26.6,-30.2,-31.5,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,11.8,21.2,33.0,0.0,0,q
2019-01-13,-26.6,-29.2,-31.6,-34.4,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,10.5,16.2,34.0,0.0,0,q
2019-01-14,-29.0,-30.2,-34.1,-35.9,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,12.2,20.5,52.0,0.0,0,q
2019-01-15,-29.2,-30.9,-34.0,-36.4,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,10.4,16.9,44.0,0.0,0,q
2019-01-16,-21.9,-29.7,-26.9,-35.0,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,8.4,13.3,27.0,0.0,0,q
2019-01-17,-20.9,-23.5,-25.8,-29.1,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,12.3,16.2,25.0,0.0,0,q
2019-01-18,-19.7,-27.2,-24.5,-32.8,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,10.8,20.2,22.0,0.0,0,q
2019-01-19,-24.9,-27.9,-30.0,-33.7,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,14.3,22.3,31.0,0.0,0,q
2019-01-20,-23.3,-26.9,-28.3,-32.5,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,13.3,20.5,39.0,0.0,0,q
2019-01-21,-24.7,-27.5,-29.8,-33.4,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,13.2,18.0,45.0,0.0,0,q
2019-01-22,-23.2,-27.6,-27.7,-33.3,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,11.7,16.9,38.0,0.0,0,q
2019-01-23,-20.8,-22.8,-25.6,-28.5,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,13.8,22.7,67.0,0.01,0,q
2019-01-24,-22.0,-23.4,-27.0,-29.0,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,10.7,15.8,37.0,0.0,0,q
2019-01-25,-19.8,-23.6,-25.3,-29.4,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,14.8,19.8,50.0,0.02,0,q
2019-01-26,-18.4,-22.5,-23.2,-27.4,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,8.7,15.1,19.0,0.0,0,q
2019-01-27,-20.6,-23.4,-25.7,-28.5,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,8.7,12.2,9.0,0.0,0,q
2019-01-28,-18.8,-20.3,-24.0,-25.5,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,11.0,14.8,17.0,0.0,0,q
2019-01-29,-16.8,-19.1,-21.7,-24.1,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,11.4,16.2,22.0,0.0,0,q
2019-01-30,-18.9,-22.5,-24.2,-28.5,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,16.6,25.9,38.0,0.07,0,q
2019-01-31,-17.4,-22.0,-22.3,-27.9,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,14.9,22.7,53.0,0.13,0,q
2019-02-01,-17.6,-23.7,-22.4,-29.2,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,10.5,16.2,38.0,0.0,0,q
2019-02-02,-22.1,-24.3,-27.2,-29.3,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,8.5,14.0,20.0,0.0,0,q
2019-02-03,-20.1,-22.3,-25.0,-26.9,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,7.6,12.6,336.0,0.0,0,q
2019-02-04,-19.9,-21.3,-24.9,-26.2,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,8.0,13.7,342.0,0.0,0,q
2019-02-05,-19.3,-22.4,-24.3,-28.0,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,11.6,17.3,27.0,0.03,0,q
2019-02-06,-17.4,-21.9,-22.0,-27.4,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,11.0,16.2,27.0,0.07,0,q
2019-02-07,-16.4,-22.5,-21.4,-28.2,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,12.0,18.0,26.0,0.0,0,q
2019-02-08,-14.7,-20.1,-19.7,-26.0,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,14.6,23.0,11.0,0.05,0,q
2019-02-09,-16.2,-21.4,-21.6,-26.7,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,11.7,18.4,31.0,0.0,0,q
2019-02-10,-18.0,-20.7,-22.8,-25.7,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,8.5,12.6,28.0,0.0,0,q
2019-02-11,-19.4,-23.3,-24.0,-28.6,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,8.7,15.8,37.0,0.0,0,q
2019-02-12,-21.6,-23.6,-26.8,-28.9,1970-01-01T07:00,1970-01-01T07:00,0.0,0.0,0.0,11.5,18.7,42.0,0.02,0,q
2019-02-13,-15.3,-21.0,-20.2,-26.6,2019-02-13T23:02,2019-02-14T00:19,0.0,0.0,0.0,10.7,16.6,35.0,0.09,0,q
2019-02-14,-16.3,-18.5,-21.2,-24.0,2019-02-14T22:34,2019-02-15T00:47,0.0,0.0,0.0,11.3,14.4,28.0,0.0,0,q
2019-02-15,-14.0,-18.9,-18.6,-23.4,2019-02-15T22:14,2019-02-16T01:06,0.0,0.0,0.0,8.8,13.7,12.0,0.0,0,q
2019-02-16,-19.2,-23.4,-23.7,-28.8,2019-02-16T21:58,2019-02-17T01:23,0.0,0.0,0.0,10.2,14.8,25.0,0.0,0,q
2019-02-17,-22.5,-24.6,-27.8,-30.1,2019-02-17T21:43,2019-02-18T01:37,0.01,0.0,0.0,10.5,15.5,25.0,0.0,0,q
2019-02-18,-21.7,-22.7,-27.0,-28.0,2019-02-18T21:30,2019-02-19T01:50,0.04,0.0,0.0,10.0,16.2,24.0,0.0,0,q
2019-02-19,-22.3,-26.1,-27.9,-31.7,2019-02-19T21:19,2019-02-20T02:01,0.07,0.0,0.0,11.1,18.4,39.0,0.0,0,q
2019-02-20,-17.8,-22.6,-22.5,-28.1,2019-02-20T21:07,2019-02-21T02:13,0.1,0.0,0.0,9.8,14.4,26.0,0.0,0,q
2019-02-21,-15.0,-19.9,-19.8,-25.5,2019-02-21T20:56,2019-02-22T02:23,0.14,0.0,0.0,12.1,16.9,27.0,0.01,0,q
2019-02-22,-18.4,-22.0,-22.9,-27.5,2019-02-22T20:46,2019-02-23T02:33,0.23,0.0,0.0,10.8,17.3,15.0,0.0,0,q
2019-02-23,-17.2,-21.3,-21.4,-25.9,2019-02-23T20:36,2019-02-24T02:43,0.28,0.0,0.7,6.4,14.0,333.0,0.0,0,q
2019-02-24,-20.7,-22.0,-25.2,-27.1,2019-02-24T20:27,2019-02-25T02:52,0.34,0.0,0.0,8.0,10.8,15.0,0.0,0,q
2019-02-25,-21.4,-23.1,-26.2,-28.2,2019-02-25T20:18,2019-02-26T03:01,0.46,0.0,0.0,7.4,12.6,19.0,0.0,0,q
2019-02-26,-18.9,-23.6,-23.4,-29.1,2019-02-26T20:09,2019-02-27T03:09,0.5,0.0,0.21,10.1,15.5,14.0,0.0,0,q
2019-02-27,-18.4,-23.2,-22.9,-28.7,2019-02-27T20:00,2019-02-28T03:18,0.52,0.0,0.0,9.9,11.9,4.0,0.0,0,q
2019-02-28,-21.1,-27.1,-26.2,-32.1,2019-02-28T19:52,2019-03-01T03:26,0.78,0.0,0.0,7.6,19.8,14.0,0.0,0,q
2019-03-01,-14.7,-20.7,-18.9,-25.8,2019-03-01T19:43,2019-03-02T03:34,0.92,0.0,0.0,13.2,27.0,342.0,0.17,0,q
2019-03-02,-14.4,-19.3,-18.7,-23.8,2019-03-02T19:35,2019-03-03T03:42,1.04,0.0,0.49,8.7,17.6,,0.04,0,q
2019-03-03,-14.8,-20.2,-19.9,-26.7,2019-03-03T19:27,2019-03-04T03:49,1.16,0.0,0.0,20.8,33.8,28.0,0.24,0,q
2019-03-04,-14.3,-19.3,-19.2,-24.8,2019-03-04T19:19,2019-03-05T03:57,1.22,0.0,0.0,10.9,16.2,45.0,0.04,0,q
2019-03-05,-15.8,-18.9,-20.0,-24.3,2019-03-05T19:11,2019-03-06T04:04,1.17,0.0,0.07,10.2,16.2,41.0,0.04,0,q
2019-03-06,-15.4,-17.2,-19.7,-21.8,2019-03-06T19:03,2019-03-07T04:12,1.05,0.0,0.42,5.5,9.4,358.0,0.05,0,q
2019-03-07,-14.4,-16.9,-18.5,-21.4,2019-03-07T18:55,2019-03-08T04:19,1.18,0.0,1.12,5.1,7.6,11.0,0.04,0,q
2019-03-08,-16.7,-19.0,-21.2,-23.9,2019-03-08T18:48,2019-03-09T04:26,1.64,0.0,0.0,7.9,10.1,5.0,0.05,0,q
2019-03-09,-17.4,-18.2,-21.8,-22.8,2019-03-09T18:40,2019-03-10T04:33,1.79,0.0,0.0,5.8,12.2,348.0,0.05,0,q
2019-03-10,-17.8,-23.5,-22.1,-28.9,2019-03-10T18:32,2019-03-11T04:41,2.02,0.0,0.49,10.5,16.6,35.0,0.05,0,q
2019-03-11,-21.3,-24.0,-26.5,-29.5,2019-03-11T18:25,2019-03-12T04:48,2.01,0.0,0.0,11.2,16.6,41.0,0.06,0,q
2019-03-12,-20.5,-22.1,-25.4,-27.4,2019-03-12T18:17,2019-03-13T04:55,1.95,0.0,0.0,9.7,14.8,41.0,0.07,0,q
2019-03-13,-19.6,-23.7,-24.9,-29.1,2019-03-13T18:10,2019-03-14T05:01,2.12,0.0,0.0,12.1,16.2,38.0,0.08,0,q
2019-03-14,-16.4,-21.5,-20.6,-26.4,2019-03-14T18:02,2019-03-15T05:08,1.96,0.0,1.61,10.9,13.0,91.0,0.08,0,q
2019-03-15,-21.7,-25.5,-26.1,-30.9,2019-03-15T17:55,2019-03-16T05:15,2.61,0.0,0.63,10.5,23.8,316.0,0.08,0,q
2019-03-16,-25.8,-28.2,-31.2,-33.6,2019-03-16T17:48,2019-03-17T05:22,3.09,0.0,0.0,10.7,15.8,44.0,0.07,0,q
2019-03-17,-26.6,-30.3,-31.5,-36.1,2019-03-17T17:40,2019-03-18T05:29,3.57,0.0,0.0,16.8,30.2,21.0,0.07,0,q
2019-03-18,-27.8,-29.6,-34.7,-36.1,2019-03-18T17:33,2019-03-19T05:36,4.31,0.0,0.0,21.3,35.3,12.0,0.12,0,q
2019-03-19,-27.2,-29.3,-33.7,-35.5,2019-03-19T17:25,2019-03-20T05:43,4.59,0.0,0.0,22.1,38.2,21.0,0.19,0,q
2019-03-20,-27.6,-30.1,-32.4,-35.5,2019-03-20T17:18,2019-03-21T05:50,4.57,0.0,0.0,12.0,19.4,43.0,0.07,0,q
2019-03-21,-25.4,-28.4,-30.6,-33.8,2019-03-21T17:10,2019-03-22T05:56,4.35,0.0,0.35,11.2,17.3,73.0,0.08,0,q
2019-03-22,-25.2,-29.1,-30.4,-35.8,2019-03-22T17:03,2019-03-23T06:03,4.83,0.0,0.0,18.3,28.4,62.0,0.09,0,q
2019-03-23,-26.9,-29.7,-31.8,-35.0,2019-03-23T16:55,2019-03-24T06:10,5.65,0.0,0.0,14.5,23.0,59.0,0.11,0,q
2019-03-24,-25.6,-29.8,-30.9,-34.9,2019-03-24T16:48,2019-03-25T06:17,5.82,0.0,0.0,11.2,18.7,50.0,0.09,0,q
2019-03-25,-21.7,-24.9,-27.7,-30.9,2019-03-25T16:40,2019-03-26T06:24,6.41,0.0,0.0,18.4,29.2,346.0,0.15,0,q
2019-03-26,-21.2,-25.0,-26.8,-30.5,2019-03-26T16:33,2019-03-27T06:31,6.22,0.0,0.0,18.6,35.3,9.0,0.21,0,q
2019-03-27,-21.3,-24.5,-26.4,-30.4,2019-03-27T16:25,2019-03-28T06:38,5.92,0.0,0.0,13.1,22.7,41.0,0.14,0,q
2019-03-28,-19.6,-22.3,-24.4,-27.5,2019-03-28T16:17,2019-03-29T06:45,5.22,0.0,0.0,10.0,12.6,36.0,0.16,0,q
2019-03-29,-17.3,-21.5,-21.7,-27.0,2019-03-29T16:09,2019-03-30T06:53,5.44,0.0,0.07,11.4,16.2,58.0,0.19,0,q
2019-03-30,-18.7,-21.4,-23.7,-26.3,2019-03-30T16:02,2019-03-31T07:00,7.23,0.0,0.0,9.3,14.8,30.0,0.19,0,q
2019-03-31,-18.9,-22.0,-23.8,-27.7,2019-03-31T15:54,2019-04-01T07:07,8.09,0.0,0.0,11.6,16.2,33.0,0.21,0,q
2019-04-01,-15.5,-19.8,-20.3,-25.2,2019-04-01T15:46,2019-04-02T07:15,7.52,0.0,0.14,11.3,15.5,43.0,0.24,0,q
2019-04-02,-16.4,-21.5,-21.3,-26.8,2019-04-02T15:37,2019-04-03T07:22,7.98,0.0,0.0,11.2,17.3,22.0,0.28,0,q
2019-04-03,-10.8,-17.8,-15.2,-23.1,2019-04-03T15:29,2019-04-04T07:30,7.41,0.0,0.14,10.2,22.3,4.0,0.28,0,q
2019-04-04,-7.9,-12.9,-11.8,-18.5,2019-04-04T15:21,2019-04-05T07:38,5.13,0.0,1.82,14.6,25.9,91.0,0.42,0,q
2019-04-05,-12.7,-16.3,-17.9,-21.5,2019-04-05T15:12,2019-04-06T07:46,7.41,0.0,0.0,13.9,21.6,45.0,0.34,0,q
2019-04-06,-12.4,-15.9,-17.6,-20.3,2019-04-06T15:03,2019-04-07T07:54,9.72,0.0,0.0,9.5,14.4,18.0,0.38,0,q
2019-04-07,-8.8,-12.0,-14.4,-17.5,2019-04-07T14:54,2019-04-08T08:02,8.23,0.0,0.0,14.4,21.6,44.0,0.56,0,q
2019-04-08,-2.6,-8.3,-7.8,-13.8,2019-04-08T14:45,2019-04-09T08:11,6.75,0.0,0.98,19.7,29.5,58.0,0.73,0,q
2019-04-09,-2.7,-7.3,-6.9,-11.4,2019-04-09T14:36,2019-04-10T08:20,6.64,0.0,0.7,13.5,19.1,11.0,0.5,0,q
2019-04-10,-6.2,-9.9,-10.3,-14.0,2019-04-10T14:26,2019-04-11T08:29,8.9,0.0,0.77,8.0,15.1,322.0,0.44,0,q
2019-04-11,-9.0,-12.5,-13.3,-16.8,2019-04-11T14:16,2019-04-12T08:39,11.13,0.0,0.0,7.7,13.0,332.0,0.47,0,q
2019-04-12,-9.7,-11.3,-14.2,-15.9,2019-04-12T14:05,2019-04-13T08:49,8.63,0.0,1.33,9.0,15.5,292.0,0.46,0,q
2019-04-13,-10.0,-14.3,-14.4,-19.0,2019-04-13T13:54,2019-04-14T09:00,10.47,0.0,0.07,10.5,16.9,290.0,0.42,0,q
2019-04-14,-11.9,-16.3,-17.1,-21.4,2019-04-14T13:42,2019-04-15T09:11,11.81,0.0,0.0,10.9,18.0,284.0,0.48,0,q
2019-04-15,-11.4,-14.6,-16.5,-19.7,2019-04-15T13:29,2019-04-16T09:24,11.31,0.0,0.14,10.3,18.7,269.0,0.48,0,q
2019-04-16,-9.7,-11.1,-14.3,-16.3,2019-04-16T13:15,2019-04-17T09:37,8.57,0.0,2.24,11.1,20.5,259.0,0.46,0,q
2019-04-17,-10.4,-15.8,-14.3,-20.2,2019-04-17T12:59,2019-04-18T09:52,12.0,0.0,0.07,6.2,19.1,305.0,0.52,0,q
2019-04-18,-13.6,-17.9,-17.8,-22.5,2019-04-18T12:41,2019-04-19T10:10,13.31,0.0,0.0,7.2,15.1,,0.46,0,q
2019-04-19,-16.4,-20.4,-21.2,-24.7,2019-04-19T12:17,2019-04-20T10:34,12.55,0.0,0.0,8.2,15.5,121.0,0.43,0,q
2019-04-20,-17.1,-20.3,-21.4,-25.0,1970-01-01T07:00,1970-01-01T07:00,13.65,0.0,0.0,6.2,14.0,319.0,0.42,0,q
2019-04-21,-10.6,-16.9,-15.5,-21.7,1970-01-01T07:00,1970-01-01T07:00,12.64,0.0,0.49,10.7,15.1,4.0,0.49,0,q
